"uname2","upost","uopin"
"","30 May 2026","this phone is lovely, but there are some dealbreakers to me : 
 
why no microSD express ? this is a flagship, at one of the highest price, but yet they do not implement the best technology... when they made all the concessions in order to have it. 
 
why no facial recognition ? you have the bezels, implement something good, having 3d facial recognition would be the icing on the cake 
 
the charging speed is abysymall, having fast charging truly is a big big big QoL improvement 
 
i understand people like it vanilla, but this android really lacks features. but having read here everything about how sony opens up the software is a big plus (sadly i am not at all a dev nor am i good in this field lol) 
---------- 
 
other than, I am truly impressed with the cameras. 
 
this is the ONLY phone that takes amazing low light and night time pictures without boosting artifically the black areas, the sky... the colours are natural, on point, and everything is sharp with minimal noise. this processing is indeed amazing 
and having no fake details drawn during post processing is a big big plus. The telephoto macro is lovely 
 
I love the high contrast and output of the photos, it really gives depth to the images and it is amazing, I really really love it. (this is a behavior and output I love on HONOR's phones, but without the AI bullshit that can happen behind lol) 
 
but there are some missing features for me (i'm not a professional photographer), for example the ""movement detection"" features on HONOR is something I love, being able to take spot on photos of anything, from animals to cars to any moving subject is amazing 
 
a really lovely phone, but the price is way too high and I really think it is lacking in a lot of area sadly... but does a lot of thing extremly well, and anyone who is searching for the niche features can't look anywhere else"
"Gobe","26 May 2026","No one is going to buy this pile of trash for $1500"
"","25 May 2026","If you're trying to prove a point, you're doing a terrible job. Xperia 1V and 1VI (NOT manual; NOT RAW; Auto mode): 
  
  
  
  
  
  
  
  
  
(open; right clik - open in new tab or download for full quality). Only for preview."
"","22 May 2026","Not bad, Sony, quality is important and a professional is not a gamer, but a smart and stylish one, and the photo and camera are great, real, original, without fake, not like fake Apple, but the original, don't forget, the original sneakers, like the original Sony, thank you, but the price, I understand, depends on Japan, the exchange rate, and the course is suitable)))"
"","19 May 2026","You must be one of those bots trying to sell one of these phones. Do a little Googling about this company's scams."
"","19 May 2026","You can hate China CCP, but you don't have to be bias with Chinese products. 
 
In terms of specs, the Sony Xperia 1 VIII 5G is still losing out to Chinese models. And to name a few, 30W wired, battery 5000 mAh, Dolby Atmos is not presence etc..etc.. way behind China-made cellphones."
"Anonymous","18 May 2026","Come on! My Xiaomi 17 with 6.3"" screen is QHD+ with 460ppi & costs $600+ less, very compact, light very good screen, big battery & very fast charging. Sd card ain't gonna be an issue since I picked 1TB variant & got a good type c to 3.5mm jack DAC Adapter. 
 
This phone is just an overpriced now defunct Xperia 5 that they stopped producing."
"","18 May 2026","somebody's never heard of PPI"
"Anonymous","17 May 2026","can't wait for it to get 17 hours of screen on time.. oh wait, it doesn't, no phone gets that hours, only few phones like the ones that prioritize battery life (7500+mAh) 
 
GSMArena's battey tests are just ""battery tests"", the higher, the better, their battery tests are indeed good, but they do not reflect real world usage and they aren't even accurate all the time."
"","16 May 2026","This shit is even behind shitty Samsung in battery and charging section 
 
5000 mAh 	  
Charging 	30W wired, PD3.0, PPS, 50% in 30 min 15W wireless Reverse wireless  
 
5000 mAh 	 
s26 ultra	60W wired, PD3.0, 75% in 30 min 25W wireless (Qi2.2) 4.5W reverse wireless"
"Anonymous","16 May 2026","This is an overpriced mid-range phone. Not even the 3.5mm jack nor the sd card slot can save this pile of trash."
"","15 May 2026","It's time to shut down Sony's mobile phone division."
"LOL","15 May 2026","Ironically, it was that 'Ericsson' part which caused Sony Xperia phones to decline in sales. Sometime around 2014 to 2018. 
 
Back then 'Sony Mobile Communications' was still based in Sweden, they were former Ericsson employees. They were developing inferior Sony in-house mobile apps, themes regularly. 
 
You can find out what they were up to at xperiablog dot net, a blog about all things Xperia, discontinued in 2021 as even the loyal admin finally had enough."
"Sabre","15 May 2026","It's surreal to me. Sony Ericsson used to be some of the best phones on the market. Sony these days makes phones that make Samsung look like the best deal ever. It's.. mind-boggling how bad of a deal this is."
"Sabre","15 May 2026","How the hell is this woefully-lacking-in-almost-every-department overpriced trash of a phone  a 4.3, please do tell? From the ugly design to the underperforming chip, absolutely mind-boggingly-for-Sony-standards-mid-cameras-and-terrible-sound, to the horrific battery and battery charging for 2026 flagship standards?! And on top of all that, the absolutely joke price. 
 
I really, REALLY want to support Sony. I used to love Sony Ericssons, they were some of my favourite mobile phones ever. But these guys have gone beyond losing the plot. This makes Samsung look like not such a bad deal lol. This isn't even in the same world, stratosphere, whatever you want to call it as Chinese flagships. Are you kidding me? At this point you can buy TWO Xiaomi 17s or Vivo X300s that BOTH absolutely take a dump on this embarrassment of a phone. SMH."
"Alex","15 May 2026","Bro I was gonna comment exactly the same... If Nothing tried to sell a phone like this for 800, they would struggle, 2022 flagship specs with a midrange screen. The only 2026 flagship things they have is the CPU and price on a phone uglier than a blob fish. Paying 700 for the Sony letters on the back"
"Annomous","15 May 2026","Phone jack + sd card it's all I look in a Phone  . If it was a little smaller it would have been a great Phone indeed"
"Too much","14 May 2026","seriously 1500 bucks 
i can buy 
a ps5 
a smartphone  
a pc 
and i have money left for a tv 
i can't write what sony deserves to hear"
"Anonymous","14 May 2026","This phone has zero reason to exist other than the 3.5mm port and SD card slot, which are both useful features but have no reason to make an average phone cost this much. 
 
Gotta love Sony's grift, now everyone can point to this phone when defending massive corporations that refuse to add useful features based on 'it won't fit' or 'it's too expensive' or 'it'll take up space that can be used for battery' even though silicon carbon will have far greater effect for that, because nobody remembers Vivo managed that in a sub-5mm phone f*cking 12 years ago."
"","14 May 2026","The side mounted fingerprint scanner and the 1080p display with huge bezels are instant deal breakers, not to mention the worst 8 Elite Gen 5 performance, which is closer to 8 Elite, the small battery and slow charging."
"","14 May 2026","For the battery, if it lasts all day who cares, that's not a reason not to get it unless you'll be away from a charger for days in a row. Storage, it really depends, because the 1 VII was *theoretically* $1400, but I got mine for $1200, so $200 for a 2tb card means it's the cheapest way to get that much storage in a flagship."
"","13 May 2026","In the world only one mobile company left to provide both MicroSD Slot  & Headphone Jack .. 
Hope it release in Indian Market  
Surely im gonna buy"
"Nico","13 May 2026","I really was expecting a bump in battery capacity and charging speeds (even a bump from 30w to 50) to the new chemistry the Chinese are using. I have the IV and it already had 5000mAH, granted it would never last as long due to the hungry CPU, but still. The CPU upgrade from last year is negligible too."
"formerSonyfanboy","13 May 2026","I used to like Sony's sleek and elegant design. 
 
- Z Series 
- XZ Series 
- Pro Series 
 
These older models offer me a better screen, the thing I use most of the time on my phone. I get it Sony wants to save money and win the battery time contest with inferior hardware. 
 
This phone would be a downgrade from my current Sony Xperia Pro-i. I'm going to skip this line and if this is the last one you offered, its a shame to go out with a wet fart like this. A cheap looking phone designed by people that don't understand the Sony user's. 
 
I'm almost certain the Sony Mobile division is bein actively sabotaged by itself. Who approved this?"
"ZeMain","13 May 2026","My thoughts exactly. Sony is stuck in 2020. Look at the bright side! It has a headphone jack and microSD card slot.."
"virk","13 May 2026","why sony stil doing same things in 2026.. sony was my favt company but  now they are far behind....come on sony"
"","13 May 2026","Sony used to feature distinctive screen dimensions of 21:9 and high screen resolution... I don't really know what they're doing.  
Is there a company that destroys what distinguishes it?"
"nope","13 May 2026","nope, sony is lost in the past. admit it"
"papa","13 May 2026","because of focus, the reason they went for a smaller sensor from the mark iii is because the smaller sensor was faster to focus...... i believe this new sensor isn't as quick in focusing"
"Daz","13 May 2026","I am a Sony fanboy, but even I wouldn't get this phone. If you want a top spec phone with a headphone jack, go for the ZTE Nubia RedMagic 11 Pro instead, it is half the price"
"","13 May 2026","While I love the idea of a headphone jack and a SD card, there are important things missing from this phone. Which is such a shame as Sony is trying. If they improve the camera department (get better zoom range and larger main sensor) and get a better battery (6000 mAh minimum), this can be worth the price. However, as it stands right now, I cannot justify this price!"
"Anonymous","13 May 2026","Sad Sony phones aren’t available anymore in my country.  
I like the features and design choices Sony have. Clean rectangle screen, nothing to annoy the viewing experience. 3.5mm jack, front facing speakers.  
I don’t look for the best and newest tech but when I see the main camera of my iPhone 16 producing better images than the one on that Sony, I have to be disappointed. And also for that asking price."
"","13 May 2026","Hello Sony ... We are in 2026 .... Where are you??? 2020 or 2021!!!?"
"","13 May 2026","This company is finished, I haven't seen anyone who has their phone for many years"
"","13 May 2026","I think doing what OPPO did three years ago with a smaller main sensor is not Smart idea Sony 💀"
"","13 May 2026","From Sony's perspective... 1644 x 3840 resolution displays (from Xperia 1 and Pro series until Xperia VI) renders at 1096 x 2560 except for specific cases e.g. YouTube, gallery, camera etc. Since they already make 1080p displays for Xperia 5 & 10 series, it was consistent to switch to 1080p (even at this price). 1440p no longer exists for Sony phones (I wish it did)."
"Harry","13 May 2026","While I don't care about the camera module arrangement/design which looks fine, i really don't understand why they dropped the continuous zoom, it was such a unique thing they had going for themselves, granted it wasn't that good in terms of image quality but i just wished they would have kept at it and improved the sensor and tech"
"","10 hours ago","Well, he/she does kind of have a point 'cause setting up a photo on a touchscreen is indeed a nightmare. But it's the same with any phone; the Xperia at least has a shutter button and normal (including full manual) modes. 📷 
 
A real DSLR has buttons and dials and a top status screen which are the real luxury, the rear screen plays a very small role. I don't even know why they're putting touchscreens, I use it as a touchscreen approx. once every 3-6 months. 😄"
"","26 Jun 2026","You know why I wrote that you should go do it better. Because the samples were shot in manual mode and require knowledge of white balance and settings to achieve such quality. Besides, you don't know what these samples look like without YT compression and played on a 77-inch QD-OLED TV in live/dynamic mode when everything is set to max. I know. 
It also doesn't say anywhere that it's the best phone. It just has shocking features for a phone. And other brands have this quality thanks to SONY. Topic closed."
"","26 Jun 2026",":D Yee for sure just ultrawide. I'm testing the 1VIII right now and the telephoto 70mm lens is outstanding in the range from 15cm (manual macro) to 10meters. Outstanding. I'll post a video on YT in the near future. Stop making fun of yourself."
"Anonymous","25 Jun 2026","It is called ""trying to tap on a dozen of buttons on a tiny touchscreen for 5 minutes to shoot a photo that is nowhere near the quality an a7 would achieve without even tweaking its settings""."
"Anonymous","25 Jun 2026","Camera isn't amazing at all, except for the ultrawide. 
For a phone that focuses solely around photography this is very sad."
"Anonymous","25 Jun 2026","As I already said in the comment you replied to, other phones can do the same or even better. There is no need for me to go and do it better. 
 
Stop ragebaiting pls"
"Sonylover","24 Jun 2026","My dream brand 😀🥰"
"Anonymous","24 Jun 2026","Are you trying to say that : 
sd card > sd card express > no sd card 
🤔?"
"","23 Jun 2026","Nice. Thanks for the info!"
"","23 Jun 2026","The nonsense one reads around here... 🤦‍♂️ 
100 MB/s is perfectly fine for anything one needs of an SD card. Much better than no support whatsoever."
"","23 Jun 2026","I have very interesting information about the microSD slot in the Xperia 1VIII. I inserted a 512GB microSD Kioxia Exeria Plus G2 V30 card (~85MB/s) and after formatting it in Xperia I can record 4K at 120fps with HDR. This 512GB microSD cost me 75Euro. 
What's more, the Windows laptop showed me 460GB, but after formatting it in Xperia it shows 494GB. 
:)"
"Anonymous","23 Jun 2026","So it's gonna downgrade itself to the slowest standard?! What a waste then if said device not support SD Express Card Standards."
"Anonymous","22 Jun 2026","Missed chance to go 35mm on the main camera. 
Sony you were so close!"
"PabloDog","22 Jun 2026","I will check that maybe tomorrow because phone arrive to me.. :) 
Silver is beautiful."
"Anonymous","22 Jun 2026","Sony caps micro sd speeds.  
You' re lucky if you manage to have 30Mb/s"
"","22 Jun 2026","You're just making things up. SD Express is by design backwards compatible at UHS-I speeds.  
 
Regarding Compact Flash I'm also not sure what you're talking about. Modern cameras use CFexpress and/or SD. 
 
Nintendo Switch has its own requirements and whatever, but that has nothing to do with SD itself."
"Anonymous","21 Jun 2026","Uhm! Nope! SD Express ain't backards compatible with old & slow sd controller in the Xperia as their connecting pins are different. 
Currently only Nintendo Switch 2 made it mainstream on their consoles & maybe a few devices i have yet to find since most Professional Cameras uses Compact Flash Cards, NS2 doesn't support old & slow sdcards only the old NS1."
"","21 Jun 2026","Oath, man"
"","21 Jun 2026","Exactly. It still shocks me that there are people who don't understand that some people love to play with the settings of the equipment. For me, the more settings and weird things the better (the longer I'm happy). For example, the VideoPro app was something I won't forget for a long time. One of the best interfaces I've seen. Sad it is gone.  
It disappeared because people who couldn't operate the 3 buttons complained - AI was also created for them (you don't have to use your brain and skills) 
We are getting to the point where the smart-phone makes st*pid-people."
"","21 Jun 2026","The difference is that Sony lets you unlock your bootloader. Xiaomi makes it hell to do. Samsung just removes that for OneUI 8 and above"
"","21 Jun 2026","Overcomplicated? Its called manual photography"
"","20 Jun 2026","So go and do it better. 
The stage is yours."
"Anonymous","20 Jun 2026","Cannot find anything special in these YouTube videos that couldn't be done with other phones. 
Moreover, Sony is currently the only brand that heavily downgraded their hardware while asking same high price. 
They are out of the game for good."
"","20 Jun 2026","So Samsung and Apple should also stop making phones because they have the same prices at the premiere? Or Chinese phones that cost 2000USD? Wait until the second half of the year and you will be surprised how prices will rise :) 
Yes VERY crapy camera.. 
  
  
If it's complicated, buy other phone (Xiaomi, Oppo, Samsung etc) and that's it. My full frame camera is 12mpx and I love it."
"","20 Jun 2026","Well, they are 'compatible' because SD Express is backwards compatible. Just won't reach any more speed than a ""normal"" UHS-I card would.  
 
What is Xperia 1 VIII's card reader max speed anyway? You have one so you could test it, no?"
"Anonymous","20 Jun 2026","1500€ for a midrange phone 😃 
 
I hope Sony will put its smartphone department out of its misery once and for all. Their phones were already expensive for what they offered before, now they have hit rock bottom with the downgraded 1 Mark VIII and those who boast about sd card slot and 3.5mm jack should just let it be. There is no saving for a brand that tried to imitate its real cameras with crappy phone camera hardware and an overcomplicated camera app. 
 
R.I.P."
"PabloDog","19 Jun 2026","Latest videos are from Alfa 7Sm3 (because I had to return the Xperia devices - they were borrowed, but the Xperia is ""come back"" because it's on its way to me). I guarantee I'll squeeze as much out of it as I can. 
But if the video has the word ""Xperia"" in the title or thumbnail, it's an Xperia :) as in ""Under the Sun,"" etc. 
Cheers and thanks for kind words."
"Anonymous","19 Jun 2026","No more continous optical zoom. Cheaper design choices. Sony is focusing on cheap, but doesn't reflect it in price"
"Frank","19 Jun 2026","I checked your youtube channel and it is fire,  also I watched full dedicated comparison of camera with other flagships, and sony absolutely smashes with its quality near edge to actual sony camera, sadly most dont understand this"
"","19 Jun 2026","I'm glad that they didn't include a punch hole.   I've never used that camera, and I have to look at it 100% of the time."
"UGAiouu","18 Jun 2026","Sony !!! 🧐 Do a Xperia 1 and called Ultra or Max.... or whatever you want to call it but put a screen, at least 6,7' if not even bigger and an 8000mAh battery and your sales will definitely increase. I would definitely buy it. 
The rest can stay as is 😁😉 At the same price of course 😂"
"","18 Jun 2026","You have a point though, but this phone could have been released earlier than this as most flagships announced earlier this year have dropped in price. Sony appears to be targeting a niche market rather than trying to attract a large audience. I really miss the 21:9 aspect ratio"
"PabloDog","18 Jun 2026","I am a professional. I dont like holes, underdisplay readers, and I dont need 8K (it is almost ulsess, unless you have full frame sensor and sharp lens). 200mpx sensor has bigger Rolling Shutter (read out speed) soo distorssion is bigger on video.  
Wider frames provide better protection against screen shattering"
"","18 Jun 2026","Come on Sony you can do better than this, you could done the following: 
1. Reduce the bezels and put a hole punch at the centre to achieve at least 90% screen to body ratio, because this phone looks like a 2018 phone 
2. The 21:9 aspect ratio would have been maintained  
3. Under display fingerprint reader would have been welcomed  
4. Could have done better with the camera island as it looks like an eyesore 
5. At least 5500mah silicon cabide battery 
6. 8k video recording and 200mp rear camera 
7. 2k or 4k display 
8. 45w charging with magsafe 
9. A competitive price of 1200 dollars and it could have been launched before MWC. It's already late as other flagship like s26 ultra have come down in price. 
Sony is becoming too lazy"
"","18 Jun 2026","I'll give this phone a 6 out of 10. It would have made sense if it were launched before MWC and at a price of 1200 dollars"
"Redswan","17 Jun 2026","Oh no.. That camera design is ugly.. The design alrdy slick and tidy with the straight 3. (xperia i-vii). Only the battery need good technology.. Push to 5800mah And fast charging like 65W alrdy good enough for daily usage."
"Bruh","16 Jun 2026","5000mAh?  
 
seems fkin outdated."
"","13 Jun 2026","Release Sony Xperia 1 VIII 512GB 16GB RAM €1500 it destroy Samsung S26 Ultra and iPhone 18 Pro Max"
"Anonymous","13 Jun 2026","Same lol. Updated to OneUI 8.5 on my S23 Ultra and got a nice green line on the screen. Service centre is asking me to pay Rs. 18500 ($200) to fix a display caused by their update. Seriously thinking of importing the 1 VIII as Sony has stopped Xperia sales in India."
"Anonymous","11 Jun 2026","you forgot to write ""sarcasm off"""
"Grader","10 Jun 2026","Soo if it is Samsung screen it means it is Canon display (with Samsung, Sony, Panasonic, Kodak, LG etc patents)."
"Anonymous","09 Jun 2026","Except XZ3 ( that had LG) , all xperia with oled use Samsung."
"","09 Jun 2026","After seeing what the chinese brands have made I think that this is a GREAT phone, and I will buy it if my current phone breaks. In reality its the Sony or if someone wants a bigger screen the S26 Ultra."
"","08 Jun 2026","You get 6 years of security patches (on 1m8). On the other hand, you write about those updates that killed the battery or slowed down the system in the competition devices? 
Today's system updates don't bring anything interesting (I'm still on Android 10 and it's 100% enough for me). Nowadays, it's scary to update the system because they will add more and more and more AI-slop features."
"Muzaffer01","07 Jun 2026","In the past, when it came to quality and cutting-edge technology, the first and only company that came to mind was Sony. I can't understand why a technology giant like Sony offers a 3 or 4-year update guarantee while its competitors offer 7 or 8 years."
"","07 Jun 2026","Check Sony Xperia Mark 7."
"","05 Jun 2026","No, normal MicroSDXC V30, V60. The V60 should allow to record 4K120fps, but I've never checked it."
"didi","05 Jun 2026","Perhaps MicroSDXC Express cards are compatible with Xperia 1 VIII no ?"
"","02 Jun 2026","First of all, I bought 1VIII, don't be so upset. Second, learn to read with comprehension. 
I didn't mention any hotspot, just the ability to transfer photos from the Alpha directly to the phone's microSD card. That's important to me. Yes, I use fast CFExpress type A cards. I wrote clearly about using the data in the field, not at home (I have a laptop at home for editing).  
Yes I know, in your universe it's possible to software-create a shutter button from the ""Volume"" button, which has two stages (for locking the focus). LOL.  
I never wrote here that the Xperia is fantastic or better than other devices (you're making up absurdities). Likewise, I never wrote anywhere (quote) that others are blind, it's YOU who keeps insinuating this all the time You're the one who keeps writing that other devices are better. I only wrote what I NEED, and you still can't understand it. It's ""amazing"" to me how you try to convince me of what I need. I consider myself a ""bit"" of a professional because I know a lot about photography and video. I've been selling professional equipment for almost 10 years and advising people on what to buy. I also film as a hobby and occasionally work on commissions. For example, this video has an dynamic range well over 16 EV because I can see it with my eyes and don't even need tools. You can always brag about your achievements, strictly professional skills and knowledge. 
  (set up brightness on your Xiaomi/or other phone to 90% but be careful, it my hurts). 
I need a two-step shutter button and microSD, so I'll run for an iPhone or Pixel because they sell well. :D 
Have a nice day. :)"
"Anonymous","02 Jun 2026","Didn't you already say you have a Pro Camera kit & likely those use Compact Flash Cards that have fast r/w to get those amazing 4k120fps vids or hi res shots maybe even sd express cards for newer models. I seen it on a friend of mine who owns a Canon Camera having compact flash cards as storage. & why would a professional even use a phone for taking  hi res pics/vids, if it's for hotspotting an affordable midrange can do that job. 
& also being a professional obviously you will have laptop with you, maybe not onhand but at where you stay at & i can just imagine how many hours it takes to transfer those drone shots with 20GB ~ 50GB+ worth of vids, since I have a dji drone & it's a pain waiting to transfer them. Hope dji supports sd express cards in their next model as I can't wait to ditch this slow outdated sdcard. 
 
All those feature you've said can also be done on any other flagship phone w/ an added bonus of 8k, 1st in the world but left behind by times hence almost inexistent marketshare & who in their sane minds would edit videos/photos on a small 1080p screen?! I'm already having doubts of you being a professional when all I read is coping on how marvelous Xperias & other users are blind. Just be real! Even in their home turf apple & google seem to dominate while google started making pixels later than sony xperias but gained more marketshare. 
 
Though I'm more of a casual user & talking about how to spend my money specially these crazy times of high inflation, so yeah let's be real, sony is a niche phone with rabid fanboys even though it is non existent in many regions. 
 
Good luck to you so call pro! 🤣"
"Silver colour","02 Jun 2026","I tried to contact Sony via emails and no answers  
We don't have sony in our region and always i had troubles buying my mobiles as all my phones are from sony but only the silver coloured one . 
I need to know what is the policy of sony selling the silver as downgraded variant!!? 
I will pay near 2000 dollars to get my favourite colour not their favourite colour i am the one who will hold the phone not them . 
Why no silver colour 1 tb rom and 16 gb ram ?? 
I am disappointed. 
Looks like really i have to say bye Sony . 
Sadly"
"alone","02 Jun 2026","i think like the majority commentators in here that you are pushing your preference masked as a fact and trying your best to show that your comment or choice is the best one or the most objective one. that's cool.  
 
what is not cool is the way people trying to say things.  
 
if it's overly negative and more against people's preference than a product that's a clear sign these people not stayed here because of the phones, it's because of people.  
every company (not just in tech) we are dealing with today has some sort of shady business history, so why bringing that up?  
the reason is pretty clear. everyone here thinking when they comment, they are saying just about the subject. no. everything we are saying to others is a mirror of us.  
 
people are sometimes consciously but in this case, mostly unconsciously training them self how to behave every time they want to share an opinion.  
if they train them self to be bitter and sarcastic, they will become one in every way.  
and not just with people over here, but everywhere in real life.  
 
we are just sharing opinions here, so there should be no losers or winners over here.  
no matter the number of likes or dislikes. but that's not what we're seeing.  
not because of gadgets. it's all because of people. only some very vocal people.  
 
in the beginning, when people come here to scroll through comments, they mostly come with good intentions and choosing better wording if they want to express their thoughts, but that changes over time because negative comments affect everyone, including them.  
some people are desperate to ""explain"" how their vision and subject education is above everyone else. 
 
they literally turn to the dark side and i watched them for more than a decade over here 
(cca 14 years). even we see new names from time to time, many of these already left, probably because they found another hobby where they could vent out.  
because that was really it and for some of us here it still is.  
see how i went with ""us"" meaning, including me too. because i also fall for a human trap sometimes.  
just venting out to a bunch of strangers,  
on who they don't have any impact in life and vice versa.  
they think they do have some impact,  
that's why they comment much more on products they don't like,  
instead of sharing more experience with the gadgets they own, which would be more beneficial way of using the public forum. to help out.  
 
when did you last time see a guy who is pretending to be ""Mr i know everything"" in here to actually try to help someone?  
only thing they are trying to help is them self.  
not talking about you of course.  
i'm talking in general.  
 
but hey, that's just my opinion... some say ""my 2 cents"",  
but i think it's closer to 0 lol.  
you, like everyone else here are free to discuss my comment, especially in a polite way."
"","02 Jun 2026","When will you realize, man, that I want a two-step shutter button, a screen without holes, true stereo and a 3.5mm jack, 30fps with AF (for insects like bees photo capture feature) USB video and microSD so I can transfer photos and videos from my Alfa 7SM3 via Wi-Fi without clutter the internal memory (the Sony Creator App lets you transfer files directly to the SD card). The Xperia has a microSD/SIM slot that you open without tools – all drones on the market have microSD – so I can insert the card from the drone directly into the phone in the field (when I don't have my laptop with me).  
No one in their right mind needs 8K at 30fps, but 4K at 120fps (i.e., slow motion) with full BT2020 is a game changer, and Xperia devices were the first in the world with this feature, plus autofocus (!). What's more, the Xperia 1V allowed you to record 4K 120fps footage without slow motion (meaning ultra-smooth video, plus sound), and such footage was perfect for processing in Davinci Resolve Studio for speedramp editing (with audio). I don't know now (without the VideoPro app) if that's possible, but the 1V model had it. 
What's more, with a 3.5mm jack, you could connect a professional cable microphone and record 4K at 120fps without slow motion, and then have great 120fps+audio material for editing in Davinci. Xperias are incredibly advanced devices, but 95% of YouTubers completely fail to understand this because they're unaware of these options. 
PS In addition, Xperia phones have a cool feature of disconnecting the battery while connected to the power supply - a feature for gamers."
"Anonymous","02 Jun 2026","Probably none but point is for less than the base model price of this phone you can find a 1TB/16GB variant that can save you 200~300 bucks with QHD display, good camera setup, ultrasonic fp, 8k recording capable, long software support, compact with no bezels. Basically a flagship phone with reasonable upgrades but costing less. 
 
If they used SD express cards then I'd say even their base model would be a good buy since SD Express is 40~50x fast than the current outdated sdcard built-in."
"just1","02 Jun 2026","name me just one company who didn't try to make any scams in their history.  
thanks. 
 
everyone can pull out something negative from any product we have.  
you can also pull out something positive, 
only if you choose to."
"","01 Jun 2026","8K on a phone is useless but yes I wish they would've given microSD Express"
