product_name,review
ASUS TUF Gaming F17,One of the best laptop in this budget👍🏻⚡❤️
ASUS TUF Gaming F17,AMAZING LAPTOP FOR THIS BUDGET 😌
ASUS TUF Gaming F17,"Value for money.
Performance is good."
ASUS TUF Gaming F17,"All are good
But delivery is delayed Please Flipkart support to your customer"
ASUS TUF Gaming F17,Very good quality
ASUS TUF Gaming F17,This is called a perfect match...
ASUS TUF Gaming F17,"Full loaded all in one
Value for money, very nice laptop . upar cabinet is not attractive . Battery is powerful, screen very soft but audio speakers is very low strength"
ASUS TUF Gaming F17,"Nice Performance...👌🏻
F17....16/512GB varient"
ASUS TUF Gaming F17,"I have been using this laptop since 2 weeks , i bought it for 53k and upgraded it to 16gb ram , the performance is top notch in this budget , rtx 2050 gives much better performance in games as compared to gtx 1650 or 1650ti. Build quality is awesome, thermals are descent, battery backup is average(we can't expect good battery backup from gaming laptops in this budget) , i do 4k editing in it and graphics designing and this laptop handles it smoothly, Best laptop in this budget 🛐"
ASUS TUF Gaming F17,"I bought this laptop on 7th October at 49240, I thought I purchased a laptop but it is a Laptop cum Heater.. performance mode without doing any task 50-58c, you have to run in turbo mode..anyway good for me, winter is arriving. And in terms of performance to be honest it exceeded my expectations this is a beast."
ASUS TUF Gaming F17,Superb laptop 🔥
ASUS TUF Gaming F17,Value for money
ASUS TUF Gaming F17,"Great under 60k.. If the price is more, look for other laptops. But this is nothing less than a beast. Runs all games perfectly. Just one problem, the audio quality is very poor for a laptop at 60k also the battery life is not that great."
ASUS TUF Gaming F17,Nice laptop at this price. Satisfied.. You can buy it without any hesitations.
ASUS TUF Gaming F17,"Initially Laptop worked very nicely. Then after 6 months suddenly Wi-Fi stopped working, Now only a few days later battery is not working. I had just updated the software and restarted laptop to found it saying battery stopped working. Have to plug in to make it work. Very bad purchase."
ASUS TUF Gaming F17,laptop was strucking
ASUS TUF Gaming F17,"Value for money.
Battery time 3 hours"
ASUS TUF Gaming F17,Great Value for Money
ASUS TUF Gaming F17,"Everything is nice except two things
1. Display:- don't know it's just my variant or same problem with everyone, when you watch dark videos or something, then back light is clearly visible which looks so cheap I can say.
2 battery:- if you want to play games you have to plug in laptop first, because once you plugged in laptop performance increased by 150%. Again I don't know this problem is universal or just with me but yeah if I started playing games like gta 5 without putting laptop on cha...
READ MORE"
ASUS TUF Gaming F17,Nice laptop
ASUS TUF Gaming F17,Excellent 👌 Powerful. Happy with this product 👌 Guys go for it .Best powerful performance laptop by Asus. Display awesome ❤️
ASUS TUF Gaming F17,"Worst product.
Please don't buy. I bought it one year ago and now it is not turning on. Facing issues with this product."
ASUS TUF Gaming F17,"It's performance is good👍
Look is so good 👍
Value for money 💰
Battery life between 3 - 3.5 hours
All over is good 👍"
ASUS TUF Gaming F17,"I bought this laptop 7 months ago. This laptop is causing a lot of problems. It is restarting again and again. It is not working properly.
This is a request to Flipkart that you should give good products instead of giving discounts. You people do give discounts but give bad products. Every person buys goods with his hard earned money and you people rob people like us"
ASUS TUF Gaming F17,Best laptop from all this prise range laptops build quality good display is much better in this prise segment no hitting management is best no problem
ASUS TUF Gaming F17,"It's the best laptop for gaming and video editing under this price range, i had purchased it for 44k in BBD .
Cons - sometimes it feels laggy ....hope the next update will enhance the speed .
Overall it's best .
Loved it ❤️
25oct2023.........."
ASUS TUF Gaming F17,Excellent performance
ASUS TUF Gaming F17,Value for money. Robust look and performs really well.
ASUS TUF Gaming F17,"I have used the laptop for about a week.After that Im giving my review,The laptop is very good at its work.Its performance is very good. But I found two shortcomings in it....🥺
Firstly....the battery backup is very low.🔋🪫
Secondly..when we use the laptop while charging,its performance is very good n as soon as we remove it frm charging,its performance becomes a bit slow..

The battery backup is not more than two to two and a half hours n its performance is better whnn used on charging."
ASUS TUF Gaming F17,Very good product
ASUS TUF Gaming F17,Great.. battery should running more but ok.. heat more
ASUS TUF Gaming F17,Performance is really good... All are good Except Battery... Normal Usage battery Comes 3 hrs but heavy usage times it comes Maximum 2 hrs ...
ASUS TUF Gaming F17,Fantastic
ASUS TUF Gaming F17,Device not turning on at 5th day of purchase itself.
ASUS TUF Gaming F17,"Everything is better
But battery backup is poor"
ASUS TUF Gaming F17,"Amazing laptop I purchased this laptop mainly for Video Editing Purpose and this laptop fulfills my all needs. Best laptop under 50000 and I purchased this laptop in 42000 so this is the best deal i got on flipkart. Strongly Recommended for gaming and editing purposes. But if you are normal user so this laptop is not for you because laptop frames drop when power adapter is not connected. So the battery life of this laptop is 2-3 hours .So those who want laptop for normal day to day task you c...
READ MORE"
ASUS TUF Gaming F17,Good looking and big display. Sound is very low battery 2 hours backup.. okk.. value for money
ASUS TUF Gaming F17,This price range best laptop
ASUS TUF Gaming F17,I will review this after 6 months
ASUS TUF Gaming F17,Received a defective product with a faulty GPU. And when I tried raising the issue Asus never sent any technician to confirm the hardware issues and closed the case. Really great customer service on their part. Now I am stuck with this junk of a laptop.
ASUS TUF Gaming F17,Product is nice but the battery is very poor
ASUS TUF Gaming F17,"Best Gaming Laptop under 50k. Good Performance, Good Display Quality and Nice Keyboard."
ASUS TUF Gaming F17,Best laptop for better performance. Performance level is op. Off course battery 🔋 drains at lot faster than the other laptop. But come'on guys it's a gaming laptop. Its drains battery in order to perform critical task. Reminds me of someone else.
ASUS TUF Gaming F17,Good
ASUS TUF Gaming F17,I got stuck pixel in my laptop display
ASUS TUF Gaming F17,"Product is nice and also battery backup is good when you use it at eco mode it standbys around 2.5-3hr in eco mode
Design is very fantastic
You can surely go for it"
ASUS TUF Gaming F17,Nice Product
ASUS TUF Gaming F17,Value of money 💰. This laptop is for only gaming and editing because it's battery 🔋 backup is very low..overall performance is very good. Good for computer science students. But is not for professional work
ASUS TUF Gaming F17,"Good Product
Performance Good
Design Good
10/10"
ASUS TUF Gaming F17,I love this laptop It had very nice packing and also good performance on top of that the design is lovely overall very great product thanks to Asus and Flipkart 🤩☺️
ASUS TUF Gaming F17,It lags sometimes and I was unable to run GTA 5 for some reason. performance is ok
ASUS TUF Gaming F17,loved it😍
ASUS TUF Gaming F17,"Best Budget Laptop, Quick Power on, Swift keyboard, great display, Good Processor, Gives no lag even after 4 months of use."
ASUS TUF Gaming F17,Worst
ASUS TUF Gaming F17,"BEST LAPTOP CONSIDERING TO THE PRICE.

LITERALLY EVERYTHING IS JUST WOW AND PERFORMANCE IS MIND BLOWING AT THIS RANGE💖

IF YOU ARE BUYING LAPTOP THEN DEFINITELY GO FOR IT.

ITS BETTER THEN OTHER COMPANY'S LAPTOP LIKE:- LENOVO IDEAPAD GAMING 3, AND HP VICTUS"
ASUS TUF Gaming F17,Good
ASUS TUF Gaming F17,Hey I am happy to buy this Laptop. I love it in all features in this laptop. I realised big problem in this laptop is Battery backup. Most of the time battery reduced as soon as depende upon uses. Normally battery backup 2 to 3 hours only.
ASUS TUF Gaming F17,Best laptop for gaming and coding
ASUS TUF Gaming F17,Great performance of hai
ASUS TUF Gaming F17,"Got this beast for 50k in sale and tbh it's totally worth buying, though it have low battery issue but it's okay because the gaming laptops gives performance on charging.."
ASUS TUF Gaming F17,Best laptop in this prize range
ASUS TUF Gaming F17,Speed boot up and nice laptop
ASUS TUF Gaming F17,Good Laptop Good Pri
ASUS TUF Gaming F17,Best in build quality and value for money will last long in long term unlike others in the competition
ASUS TUF Gaming F17,This laptop is value for the money however speaker quality should have been better. Rest all good
ASUS TUF Gaming F17,UT gives only 9 fps on asfalt 9
ASUS TUF Gaming F17,Worst battery backup and sound also not good overall Good but battery disspointed.
ASUS TUF Gaming F17,It heat a lot and problem with display when pop up arise it lower it brightness step by step and problem with wifi. Wifi icon and drivers disappear. Waste of money. It better to go for leonovo ideapad gaming 3 that i have bought for my sister that is working phenomenal
ASUS TUF Gaming F17,All good but battery not for value of money
ASUS TUF Gaming F17,Just wow
ASUS TUF Gaming F17,"Moreover the product is good for a price range of 50k-55k, you might not be able to play the latest games but older games run smoothly, tested. Display is a big plus. Resolution is good and quality as well. The performance is not bad with 8GB, if you need more speed you can upgrade the ram. SSD definitely gives a boost in performance. The only drawback I observed after using the device for 2 weeks, the speakers are not good quality but if you connect external speakers the sound is good enough...
READ MORE"
ASUS TUF Gaming F17,Very good product.
ASUS TUF Gaming F17,Battery backup very poor
ASUS TUF Gaming F17,Super tuf gaming
ASUS TUF Gaming F17,Better than you can get at this rate
ASUS TUF Gaming F17,Good for gaming but it's battery 🔋 is drained too quickly when we do our regular tasks
ASUS TUF Gaming F17,Worth for the price
ASUS TUF Gaming F17,Super Good 👍😊. Best To Buy At This Price Range
ASUS TUF Gaming F17,great laptop in this price segment
ASUS TUF Gaming F17,Value for Money
ASUS TUF Gaming F17,"Awesome 😎💸
Product
What a look"
ASUS TUF Gaming F17,I wasted my mon
ASUS TUF Gaming F17,"The laptop is great at this price but the only thing I noticed is that you have to plug it in to achieve its full potential otherwise it lags a bit.
Battery backup is too low even on normal uses...
Overall good at this price"
ASUS TUF Gaming F17,"I've been using the Asus F15 for gaming for a while now, and it's been a solid performer. The performance is top-notch, handling all my favorite games smoothly. The build quality feels sturdy, and the design is sleek. The display is crisp and vibrant, making gaming even more immersive. The only downside is that the battery life could be better, but overall, it's a great gaming laptop for the price"
ASUS TUF Gaming F17,Good product I Got it in 42k in this budget it is good one.
ASUS TUF Gaming F17,Good performance but battery is bad overall working fine
ASUS TUF Gaming F17,Good performance and product but battery 🔋 life low
ASUS TUF Gaming F17,"Games that I have played on this laptop

Forza 5 horizon 100+ FPS
CS2 250+ FPS
Cricket22 200+FPS
Crisis3 300+ FPS
Valorant 250+FPS

I think best value for money laptop at this price point"
ASUS TUF Gaming F17,"Superb for gaming and designing
Best in this range"
ASUS TUF Gaming F17,Nice :)
ASUS TUF Gaming F17,Best product in this budget ... 👍🏻❤️
ASUS TUF Gaming F17,Good products
ASUS TUF Gaming F17,"All Good 👍 but battery 🔋 normal used mix 3 hours , For 49k we are happy with this product"
ASUS TUF Gaming F17,"Great product under 48k .super performance value for money, battery capability it just 3hours but this is superb.more review may I update next coming days"
ASUS TUF Gaming F17,It's great for editing and heavy usage
ASUS TUF Gaming F17,"One of the best gaming laptop under this price range. two negative thing about this laptop is battery and speaker, absolutely gaming laptop doesn't have good battery backup so kindly use this laptop while charging so that it will perform at its peak and kindly on the smart charging option in Asus official app for better battery health and for speaker output you should change the settings as Movie in DTS surround app for better output overall its value for money 👍👍👍"
ASUS TUF Gaming F17,Good performance and satisfactory a bit disappointment regarding the battery back up
ASUS TUF Gaming F17,"Good product in this price range. excellent performance, good looking, fast charger, display also good.
But the main problem about battery. Only 3 hrs backup in eco mode. Display pixels should be increased. Otherwise excellent laptop.😍"
ASUS TUF Gaming F17,Great gaming experience for that budget
ASUS TUF Gaming F17,"Design ✓
Performance ✓
Sound ✓
I don't know why there are complaints. It's adequate for entertainment.
Battery- not sure how it'll perform.
Build ✓ no flex.
I bought it for office use and casual gaming. Overall I'm quite pleased with the purchase."
