product_name,review
Apple MacBook AIR Apple M2,"Used for 2 months
Pros:
1.Performance is really good but 8gb ram will not be enough if you're doing video editing
2.Battery life is absolutely amazing
3. This was my first MacOs experience and I can say that Windows is better. There are some things that MacOS does better but it's not enough
4. I've played some games only a few. Not for gaming
5. Display , build, keyboard, touchpad , webcam and speakers are all very good
Cons:
1. It's very expensive just for an additional 256gb or 8gb ram
...
READ MORE"
Apple MacBook AIR Apple M2,"Performance of Mac is much superior as compared to any windows machine. If you are concerned w.r.t productivity and efficiency of your efforts on laptop, choose Macbook.

For my needs, M2 gives most value for money.

CAUTION - Beware of the fact that if you are switching from windows ecosystem, you will need to put spend substantial efforts in first 2-3 weeks to learn Mac commands and shortcuts."
Apple MacBook AIR Apple M2,Good
Apple MacBook AIR Apple M2,This is a great device as a personal laptop or work machine. The Full HD camera is a welcome addition. 6 month M365 subscription is free with this machine and that is a good add-on benefit. The small notch around the camera in the top middle of the screen is pretty neatly integrated and does not disturb. The build quality is fantastic and form factor is perfect to hold and operate.
Apple MacBook AIR Apple M2,Very nice product
Apple MacBook AIR Apple M2,"Best machine
Super slim
Superb battery backup
Superb performance
Superb display
Premium design
Nice packaging
100% genuine
Far better than windows laptp"
Apple MacBook AIR Apple M2,"Just one word
Awesome 😊"
Apple MacBook AIR Apple M2,"No need to tell it's apple
Good as al"
Apple MacBook AIR Apple M2,"Just as expected,Awesome!"
Apple MacBook AIR Apple M2,Product is nice but price droped by 6k after purchasing so feels a bit dispointed.
Apple MacBook AIR Apple M2,Prefect product and perfect price. I bought this mac for 78k in big billion days. I have been using this for 3 days now. It is working properly and had no starches. It's perfectly original and the packaging was also good. Really satisfied.
Apple MacBook AIR Apple M2,"First time i have used macbook after windows and i would say i can't use windows again.beautiful display with amazing sound (specially dolby atmos feature) Performance of laptop is far better than windows top notch model laptops.

Flipkart delivery was worst part in this purchase.I have got this laptop 10 days after placing order and after making so much efforts.But overall i am satisfied with my purchase."
Apple MacBook AIR Apple M2,"A good power pack laptop to go with,"
Apple MacBook AIR Apple M2,This is the best in my entire life . Such a human Machine it is and 😀🎉
Apple MacBook AIR Apple M2,"This is my first MacBook Air with M2 chip.
Space grey color.
Overall performance is very good.
Battery is Good.
Display is superb.
Finally I owned my Mac.

But I need laptop bag."
Apple MacBook AIR Apple M2,"It's my first macbook. It was totally a different feeling to own it. Right from its aesthetic finish look to its performance... All r just amazing. Silver macbook has different royalty and classic touch. The sleek design and light weight makes it to carry wherever and whenever. The M2 chip does the work. The transfers and downloads were way faster. The battery life is fine... Camera is great... Overall, if u really want to shift from windows to MacOS then just go for it. Apart from the cost,...
READ MORE"
Apple MacBook AIR Apple M2,"Battery lasted longer than my first relationship (2 days).
Listening to Arijit singh songs on full volume since then still isn't getting over. Has more warmth than her. unlike her there's two way communication here as touchpad is very responsive. fingerprint lock is nice as it only opens up to me. 5 stars for this -1 for her"
Apple MacBook AIR Apple M2,"I have been using Windows for the past 13-odd years. Although I am a huge Apple fan and hence decided to buy this machine. I am writing this review after 1 month of usage.

The performance it delivers is just unmatched. On practical usage, it can easily beat the high-end Windows laptops. You are gonna love it from the moment you unbox it and would kinda wanna eat it once it falls in your hands.

The Apple silicon laptops really over-deliver than their on-paper specs. If it fits your budget...
READ MORE"
Apple MacBook AIR Apple M2,Very nice product
Apple MacBook AIR Apple M2,"This is my first MacBook Air with M2 chip.
Space grey color.
Overall performance is very good.
Battery is Good.
Display is superb.
Finally I owned my Mac.

But I need laptop bag."
Apple MacBook AIR Apple M2,Nice Experience with mac
Apple MacBook AIR Apple M2,Perfect one for office workers
Apple MacBook AIR Apple M2,Just go for it. Performance and beauty is really amazing. 😻
Apple MacBook AIR Apple M2,"Just got the product, While detailed review will updated after couple of months usage.
From initial usage it's the best laptop i have used in my career"
Apple MacBook AIR Apple M2,"Review after 1 week
Performance 10/10
Display 10/10
Easier to use
Light weight like we hold a book in hand 👌
Happy with the product and installation speed as well as top notch on transferring data.
My first Macbook after Windows..."
Apple MacBook AIR Apple M2,"Used for 2 months
Pros:
1.Performance is really good but 8gb ram will not be enough if you're doing video editing
2.Battery life is absolutely amazing
3. This was my first MacOs experience and I can say that Windows is better. There are some things that MacOS does better but it's not enough
4. I've played some games only a few. Not for gaming
5. Display , build, keyboard, touchpad , webcam and speakers are all very good
Cons:
1. It's very expensive just for an additional 256gb or 8gb ram
...
READ MORE"
Apple MacBook AIR Apple M2,"Best machine
Super slim
Superb battery backup
Superb performance
Superb display
Premium design
Nice packaging
100% genuine
Far better than windows laptp"
Apple MacBook AIR Apple M2,Nice Experience with mac
Apple MacBook AIR Apple M2,Its very good product.
Apple MacBook AIR Apple M2,Expected better. Has hinge problem
